Doc. vente;Don. ordre;GrVd;Créé le;DébValid;Offre;Date doc.;TypDC;Valeur nette;Dev.;AgCom;Dat.lv.req;Date cde;NbRel;Dern. rel.;TDVt;Motif de la commande client/op;Mod. doc.;Prb;BlLi;Dat.garant;
1201000031;1210380;6;02.01.2015;00.00.0000;00.00.0000;30.12.2014;C;255,3;EUR;2;09.02.2015;00.00.0000;0;00.00.0000;ZCSD;;;100;;00.00.0000;0
1201000896;1210130;6;20.07.2015;00.00.0000;00.00.0000;20.07.2015;C;255,34;EUR;2;20.07.2015;18.07.2015;0;00.00.0000;ZCSD;;;100;;00.00.0000;0
1201000896;1210130;6;20.07.2015;00.00.0000;00.00.0000;20.07.2015;C;255,34;EUR;2;20.07.2015;18.07.2015;0;00.00.0000;ZCSD;;;100;;00.00.0000;0
1205003055;1211503;6;02.06.2016;02.06.2016;02.07.2016;02.06.2016;B;255,5;EUR;2;06.06.2016;02.06.2016;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1205003055;1211503;6;02.06.2016;02.06.2016;02.07.2016;02.06.2016;B;255,5;EUR;2;06.06.2016;02.06.2016;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1201002092;1211503;6;28.06.2016;00.00.0000;00.00.0000;28.06.2016;C;255,5;EUR;2;29.06.2016;28.06.2016;0;00.00.0000;ZCSD;Devis : Commandé;1205003055;100;;00.00.0000;0
1201002092;1211503;6;28.06.2016;00.00.0000;00.00.0000;28.06.2016;C;255,5;EUR;2;29.06.2016;28.06.2016;0;00.00.0000;ZCSD;Devis : Commandé;1205003055;100;;00.00.0000;0
1205001940;1210515;6;02.11.2015;02.11.2015;02.12.2015;02.11.2015;B;256;EUR;2;02.11.2015;02.11.2015;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1205001940;1210515;6;02.11.2015;02.11.2015;02.12.2015;02.11.2015;B;256;EUR;2;02.11.2015;02.11.2015;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1201002252;1211018;6;22.08.2016;00.00.0000;00.00.0000;22.08.2016;C;256;EUR;2;23.08.2016;18.08.2016;0;00.00.0000;ZCSD;Devis : Commandé;1205003413;100;;00.00.0000;0
1201002252;1211018;6;22.08.2016;00.00.0000;00.00.0000;22.08.2016;C;256;EUR;2;23.08.2016;18.08.2016;0;00.00.0000;ZCSD;Devis : Commandé;1205003413;100;;00.00.0000;0
1205003413;1211018;6;17.08.2016;17.08.2016;17.09.2016;17.08.2016;B;256;EUR;2;23.08.2016;17.08.2016;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1205003413;1211018;6;17.08.2016;17.08.2016;17.09.2016;17.08.2016;B;256;EUR;2;23.08.2016;17.08.2016;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1201001251;1210515;6;10.11.2015;00.00.0000;00.00.0000;10.11.2015;C;256;EUR;2;10.11.2015;10.11.2015;0;00.00.0000;ZCSD;;1205001940;100;;00.00.0000;0
1201001251;1210515;6;10.11.2015;00.00.0000;00.00.0000;10.11.2015;C;256;EUR;2;10.11.2015;10.11.2015;0;00.00.0000;ZCSD;;1205001940;100;;00.00.0000;0
