Doc. vente;Don. ordre;GrVd;Créé le;DébValid;Offre;Date doc.;TypDC;Valeur nette;Dev.;AgCom;Dat.lv.req;Date cde;NbRel;Dern. rel.;TDVt;Motif de la commande client/op;Mod. doc.;Prb;BlLi;Dat.garant;
1201000290;1211356;1;28.01.2015;00.00.0000;00.00.0000;31.12.2014;C;0;EUR;1;28.01.2015;28.01.2015;0;00.00.0000;ZCSI;;;100;;19.03.2015;0
1201000290;1211356;1;28.01.2015;00.00.0000;00.00.0000;31.12.2014;C;0;EUR;1;28.01.2015;28.01.2015;0;00.00.0000;ZCSI;;;100;;19.03.2015;0
1201000289;1211628;1;28.01.2015;00.00.0000;00.00.0000;31.12.2014;C;0;EUR;1;28.01.2015;28.01.2015;0;00.00.0000;ZCSI;;;100;;19.03.2015;0
1201000289;1211628;1;28.01.2015;00.00.0000;00.00.0000;31.12.2014;C;0;EUR;1;28.01.2015;28.01.2015;0;00.00.0000;ZCSI;;;100;;19.03.2015;0
1205000750;1210042;1;20.02.2015;20.02.2015;20.03.2015;20.02.2015;B;153,85;EUR;1;10.03.2015;20.02.2015;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1205000750;1210042;1;20.02.2015;20.02.2015;20.03.2015;20.02.2015;B;153,85;EUR;1;10.03.2015;20.02.2015;0;00.00.0000;OF;Devis : Commandé;;70;;00.00.0000;0
1205000635;1230132;1;04.02.2015;04.02.2015;31.03.2015;04.02.2015;B;1.610,00;EUR;1;04.02.2015;00.00.0000;0;00.00.0000;OF;Devis : Commandé;;50;;00.00.0000;0
1205000635;1230132;1;04.02.2015;04.02.2015;31.03.2015;04.02.2015;B;1.610,00;EUR;1;04.02.2015;00.00.0000;0;00.00.0000;OF;Devis : Commandé;;50;;00.00.0000;0
1201000186;1210042;1;08.01.2015;00.00.0000;00.00.0000;31.10.2014;C;1.660,00;EUR;1;07.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000186;1210042;1;08.01.2015;00.00.0000;00.00.0000;31.10.2014;C;1.660,00;EUR;1;07.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000070;1210971;1;02.01.2015;00.00.0000;00.00.0000;03.10.2014;C;2.497,00;EUR;1;08.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;28.02.2016;0
1201000070;1210971;1;02.01.2015;00.00.0000;00.00.0000;03.10.2014;C;2.497,00;EUR;1;08.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;28.02.2016;0
1201000165;1210874;1;08.01.2015;00.00.0000;00.00.0000;26.11.2014;C;2.590,00;EUR;1;20.01.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;28.01.2015;0
1201000165;1210874;1;08.01.2015;00.00.0000;00.00.0000;26.11.2014;C;2.590,00;EUR;1;20.01.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;28.01.2015;0
1201000055;1210756;1;02.01.2015;00.00.0000;00.00.0000;09.12.2014;C;2.882,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;00.00.0000;0
1201000055;1210756;1;02.01.2015;00.00.0000;00.00.0000;09.12.2014;C;2.882,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;00.00.0000;0
1201000185;1210042;1;08.01.2015;00.00.0000;00.00.0000;20.10.2014;C;4.180,00;EUR;1;03.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000185;1210042;1;08.01.2015;00.00.0000;00.00.0000;20.10.2014;C;4.180,00;EUR;1;03.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000071;1210971;1;02.01.2015;00.00.0000;00.00.0000;03.12.2014;C;4.511,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;28.02.2016;0
1201000071;1210971;1;02.01.2015;00.00.0000;00.00.0000;03.12.2014;C;4.511,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;28.02.2016;0
1201000184;1210042;1;08.01.2015;00.00.0000;00.00.0000;15.05.2014;C;6.480,00;EUR;1;19.05.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000184;1210042;1;08.01.2015;00.00.0000;00.00.0000;15.05.2014;C;6.480,00;EUR;1;19.05.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000054;1210756;1;02.01.2015;00.00.0000;00.00.0000;09.12.2014;C;7.000,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;00.00.0000;0
1201000054;1210756;1;02.01.2015;00.00.0000;00.00.0000;09.12.2014;C;7.000,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;00.00.0000;0
1201000182;1210042;1;08.01.2015;00.00.0000;00.00.0000;04.04.2014;C;13.270,35;EUR;1;02.06.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000182;1210042;1;08.01.2015;00.00.0000;00.00.0000;04.04.2014;C;13.270,35;EUR;1;02.06.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000181;1210042;1;08.01.2015;00.00.0000;00.00.0000;21.03.2014;C;13.837,00;EUR;1;11.06.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000181;1210042;1;08.01.2015;00.00.0000;00.00.0000;21.03.2014;C;13.837,00;EUR;1;11.06.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000180;1210042;1;08.01.2015;00.00.0000;00.00.0000;21.03.2014;C;16.905,00;EUR;1;11.06.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000180;1210042;1;08.01.2015;00.00.0000;00.00.0000;21.03.2014;C;16.905,00;EUR;1;11.06.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000063;1210836;1;02.01.2015;00.00.0000;00.00.0000;07.05.2014;C;18.695,00;EUR;1;12.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;00.00.0000;0
1201000063;1210836;1;02.01.2015;00.00.0000;00.00.0000;07.05.2014;C;18.695,00;EUR;1;12.01.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;00.00.0000;0
1201000148;1230376;1;02.01.2015;00.00.0000;00.00.0000;17.10.2014;C;20.256,00;EUR;1;01.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;15.01.2016;0
1201000148;1230376;1;02.01.2015;00.00.0000;00.00.0000;17.10.2014;C;20.256,00;EUR;1;01.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;15.01.2016;0
1205000566;1220098;1;22.01.2015;22.01.2015;31.03.2015;22.01.2015;B;20.816,00;EUR;1;15.02.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000565;50;;00.00.0000;0
1205000566;1220098;1;22.01.2015;22.01.2015;31.03.2015;22.01.2015;B;20.816,00;EUR;1;15.02.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000565;50;;00.00.0000;0
1205000154;1230475;1;02.01.2015;03.06.2013;30.06.2015;03.06.2013;B;28.300,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000154;1230475;1;02.01.2015;03.06.2013;30.06.2015;03.06.2013;B;28.300,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1201000091;1211139;1;02.01.2015;00.00.0000;00.00.0000;04.02.2014;C;33.000,00;EUR;1;20.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;27.02.2016;0
1201000091;1211139;1;02.01.2015;00.00.0000;00.00.0000;04.02.2014;C;33.000,00;EUR;1;20.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;27.02.2016;0
1201000183;1210042;1;08.01.2015;00.00.0000;00.00.0000;15.05.2014;C;34.999,00;EUR;1;25.08.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000183;1210042;1;08.01.2015;00.00.0000;00.00.0000;15.05.2014;C;34.999,00;EUR;1;25.08.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1205000563;1230319;1;22.01.2015;22.01.2015;30.06.2015;22.01.2015;B;51.554,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000038;50;;00.00.0000;0
1205000563;1230319;1;22.01.2015;22.01.2015;30.06.2015;22.01.2015;B;51.554,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000038;50;;00.00.0000;0
1205000208;1220041;1;02.01.2015;23.12.2014;28.02.2015;23.12.2014;B;59.205,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;0;;00.00.0000;0
1205000208;1220041;1;02.01.2015;23.12.2014;28.02.2015;23.12.2014;B;59.205,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;0;;00.00.0000;0
1201000053;1210756;1;02.01.2015;00.00.0000;00.00.0000;04.09.2014;C;60.000,00;EUR;1;01.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;19.12.2015;0
1201000053;1210756;1;02.01.2015;00.00.0000;00.00.0000;04.09.2014;C;60.000,00;EUR;1;01.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;19.12.2015;0
1205000209;1220041;1;02.01.2015;23.12.2014;28.02.2015;23.12.2014;B;71.711,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000209;1220041;1;02.01.2015;23.12.2014;28.02.2015;23.12.2014;B;71.711,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000038;1230319;1;02.01.2015;09.12.2014;28.02.2015;09.12.2014;B;72.517,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;;50;;00.00.0000;0
1205000038;1230319;1;02.01.2015;09.12.2014;28.02.2015;09.12.2014;B;72.517,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;;50;;00.00.0000;0
1205000141;1230376;1;02.01.2015;04.11.2013;30.06.2015;04.11.2013;B;82.178,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;10;;00.00.0000;0
1205000141;1230376;1;02.01.2015;04.11.2013;30.06.2015;04.11.2013;B;82.178,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;10;;00.00.0000;0
1201000052;1210756;1;02.01.2015;00.00.0000;00.00.0000;22.09.2014;C;109.000,00;EUR;1;08.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;23.01.2016;0
1201000052;1210756;1;02.01.2015;00.00.0000;00.00.0000;22.09.2014;C;109.000,00;EUR;1;08.12.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;23.01.2016;0
1201000179;1210042;1;08.01.2015;00.00.0000;00.00.0000;11.02.2014;C;148.115,00;EUR;1;25.08.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000179;1210042;1;08.01.2015;00.00.0000;00.00.0000;11.02.2014;C;148.115,00;EUR;1;25.08.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1205000565;1220098;1;22.01.2015;22.01.2015;31.03.2015;22.01.2015;B;172.684,00;EUR;1;15.02.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000455;50;;00.00.0000;0
1205000565;1220098;1;22.01.2015;22.01.2015;31.03.2015;22.01.2015;B;172.684,00;EUR;1;15.02.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000455;50;;00.00.0000;0
1205000113;1230475;1;02.01.2015;09.04.2013;30.06.2015;09.04.2013;B;182.155,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000113;1230475;1;02.01.2015;09.04.2013;30.06.2015;09.04.2013;B;182.155,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000455;1220098;1;13.01.2015;13.01.2015;12.02.2015;13.01.2015;B;183.403,00;EUR;1;13.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;;50;;00.00.0000;0
1205000455;1220098;1;13.01.2015;13.01.2015;12.02.2015;13.01.2015;B;183.403,00;EUR;1;13.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;;50;;00.00.0000;0
1205000126;1230380;1;02.01.2015;05.12.2012;30.06.2015;05.12.2012;B;191.914,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000126;1230380;1;02.01.2015;05.12.2012;30.06.2015;05.12.2012;B;191.914,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000112;1230380;1;02.01.2015;24.06.2013;30.06.2015;24.06.2013;B;276.436,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000112;1230380;1;02.01.2015;24.06.2013;30.06.2015;24.06.2013;B;276.436,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1201000144;1230319;1;02.01.2015;00.00.0000;00.00.0000;12.12.2014;C;316.000,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;23.09.2016;0
1201000144;1230319;1;02.01.2015;00.00.0000;00.00.0000;12.12.2014;C;316.000,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;23.09.2016;0
1205000212;1210695;1;02.01.2015;18.07.2014;30.06.2015;18.07.2014;B;366.820,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000212;1210695;1;02.01.2015;18.07.2014;30.06.2015;18.07.2014;B;366.820,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000421;1230147;1;02.01.2015;25.09.2014;28.02.2015;25.09.2014;B;433.721,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Commandé;;20;;00.00.0000;0
1205000421;1230147;1;02.01.2015;25.09.2014;28.02.2015;25.09.2014;B;433.721,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Commandé;;20;;00.00.0000;0
1205000081;1210695;1;02.01.2015;27.11.2014;30.06.2015;27.11.2014;B;453.901,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000081;1210695;1;02.01.2015;27.11.2014;30.06.2015;27.11.2014;B;453.901,00;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1201000069;1210971;1;02.01.2015;00.00.0000;00.00.0000;16.07.2014;C;528.889,00;EUR;1;24.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;31.12.2015;0
1201000069;1210971;1;02.01.2015;00.00.0000;00.00.0000;16.07.2014;C;528.889,00;EUR;1;24.11.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;31.12.2015;0
1201000059;1210793;1;02.01.2015;00.00.0000;00.00.0000;28.04.2014;C;600.000,00;EUR;1;13.04.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;20.10.2016;0
1201000059;1210793;1;02.01.2015;00.00.0000;00.00.0000;28.04.2014;C;600.000,00;EUR;1;13.04.2015;00.00.0000;0;00.00.0000;ZCSI;;;100;;20.10.2016;0
1205000146;1230105;1;02.01.2015;11.03.2014;28.02.2015;11.03.2014;B;873.986,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000146;1230105;1;02.01.2015;11.03.2014;28.02.2015;11.03.2014;B;873.986,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;20;;00.00.0000;0
1205000623;1220041;1;02.02.2015;02.02.2015;31.03.2015;02.02.2015;B;995.208,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000588;50;;00.00.0000;0
1205000623;1220041;1;02.02.2015;02.02.2015;31.03.2015;02.02.2015;B;995.208,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000588;50;;00.00.0000;0
1205000922;1220041;1;25.03.2015;25.03.2015;30.06.2015;25.03.2015;B;1.056.458,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000785;100;;00.00.0000;0
1205000922;1220041;1;25.03.2015;25.03.2015;30.06.2015;25.03.2015;B;1.056.458,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000785;100;;00.00.0000;0
1205000142;1230108;1;02.01.2015;14.11.2013;28.02.2015;14.11.2013;B;1.096.797,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000142;1230108;1;02.01.2015;14.11.2013;28.02.2015;14.11.2013;B;1.096.797,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;;50;;00.00.0000;0
1205000716;1220041;1;17.02.2015;17.02.2015;31.03.2015;17.02.2015;B;1.140.513,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000623;50;;00.00.0000;0
1205000716;1220041;1;17.02.2015;17.02.2015;31.03.2015;17.02.2015;B;1.140.513,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000623;50;;00.00.0000;0
1205000785;1220041;1;26.02.2015;26.02.2015;30.06.2015;26.02.2015;B;1.140.513,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000716;100;;00.00.0000;0
1205000785;1220041;1;26.02.2015;26.02.2015;30.06.2015;26.02.2015;B;1.140.513,00;EUR;1;15.03.2015;00.00.0000;0;00.00.0000;OF;Devis : Remplacé;1205000716;100;;00.00.0000;0
1201000003;1210042;1;02.01.2015;00.00.0000;00.00.0000;09.10.2013;C;1.155.860,00;EUR;1;01.03.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1201000003;1210042;1;02.01.2015;00.00.0000;00.00.0000;09.10.2013;C;1.155.860,00;EUR;1;01.03.2014;00.00.0000;0;00.00.0000;ZCSI;;;100;;01.08.2015;0
1205000717;1230319;1;17.02.2015;17.02.2015;30.06.2015;17.02.2015;B;1.156.416,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000509;50;;00.00.0000;0
1205000717;1230319;1;17.02.2015;17.02.2015;30.06.2015;17.02.2015;B;1.156.416,00;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;OF;Devis : Sans suite;1205000509;50;;00.00.0000;0
1205000508;1210960;2;19.01.2015;19.01.2015;31.03.2015;19.01.2015;B;0;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000508;1210960;2;19.01.2015;19.01.2015;31.03.2015;19.01.2015;B;0;EUR;1;19.01.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001852;1230115;2;12.10.2015;12.10.2015;31.03.2016;12.10.2015;B;0;EUR;1;12.10.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001852;1230115;2;12.10.2015;12.10.2015;31.03.2016;12.10.2015;B;0;EUR;1;12.10.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001958;1210978;2;04.11.2015;04.11.2015;31.03.2016;04.11.2015;B;0;EUR;1;04.11.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001958;1210978;2;04.11.2015;04.11.2015;31.03.2016;04.11.2015;B;0;EUR;1;04.11.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002338;1211061;2;18.01.2016;18.01.2016;30.06.2016;18.01.2016;B;0;EUR;1;18.01.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002338;1211061;2;18.01.2016;18.01.2016;30.06.2016;18.01.2016;B;0;EUR;1;18.01.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002595;1220180;2;08.03.2016;08.03.2016;30.09.2016;08.03.2016;B;0;EUR;1;08.03.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002595;1220180;2;08.03.2016;08.03.2016;30.09.2016;08.03.2016;B;0;EUR;1;08.03.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002596;1220181;2;08.03.2016;08.03.2016;30.09.2016;08.03.2016;B;0;EUR;1;08.03.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002596;1220181;2;08.03.2016;08.03.2016;30.09.2016;08.03.2016;B;0;EUR;1;08.03.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002765;1210282;2;11.04.2016;11.04.2016;30.09.2016;11.04.2016;B;0;EUR;1;11.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002765;1210282;2;11.04.2016;11.04.2016;30.09.2016;11.04.2016;B;0;EUR;1;11.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000488;1210298;2;15.01.2015;15.01.2015;15.02.2015;15.01.2015;B;0;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000488;1210298;2;15.01.2015;15.01.2015;15.02.2015;15.01.2015;B;0;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000491;1210976;2;15.01.2015;15.01.2015;15.02.2015;15.01.2015;B;0;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000491;1210976;2;15.01.2015;15.01.2015;15.02.2015;15.01.2015;B;0;EUR;1;15.01.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000618;1210732;2;02.02.2015;02.02.2015;31.03.2015;02.02.2015;B;0;EUR;1;02.02.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000618;1210732;2;02.02.2015;02.02.2015;31.03.2015;02.02.2015;B;0;EUR;1;02.02.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000688;1211497;2;12.02.2015;12.02.2015;31.03.2015;12.02.2015;B;0;EUR;1;12.02.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000688;1211497;2;12.02.2015;12.02.2015;31.03.2015;12.02.2015;B;0;EUR;1;12.02.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000788;1210288;2;27.02.2015;27.02.2015;30.06.2015;27.02.2015;B;0;EUR;1;27.02.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205000788;1210288;2;27.02.2015;27.02.2015;30.06.2015;27.02.2015;B;0;EUR;1;27.02.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001388;1211880;2;25.06.2015;25.06.2015;31.12.2015;25.06.2015;B;0;EUR;1;25.06.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001388;1211880;2;25.06.2015;25.06.2015;31.12.2015;25.06.2015;B;0;EUR;1;25.06.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001429;1210041;2;02.07.2015;02.07.2015;31.12.2015;02.07.2015;B;0;EUR;1;02.07.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001429;1210041;2;02.07.2015;02.07.2015;31.12.2015;02.07.2015;B;0;EUR;1;02.07.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001641;1210836;2;31.08.2015;31.08.2015;31.12.2015;31.08.2015;B;0;EUR;1;31.08.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001641;1210836;2;31.08.2015;31.08.2015;31.12.2015;31.08.2015;B;0;EUR;1;31.08.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001938;1211955;2;02.11.2015;02.11.2015;31.03.2016;02.11.2015;B;0;EUR;1;02.11.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205001938;1211955;2;02.11.2015;02.11.2015;31.03.2016;02.11.2015;B;0;EUR;1;02.11.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002091;1211725;2;02.12.2015;02.12.2015;30.06.2016;02.12.2015;B;0;EUR;1;02.12.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002091;1211725;2;02.12.2015;02.12.2015;30.06.2016;02.12.2015;B;0;EUR;1;02.12.2015;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002310;1210836;2;13.01.2016;22.03.2016;30.09.2016;13.01.2016;B;0;EUR;1;13.01.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002310;1210836;2;13.01.2016;22.03.2016;30.09.2016;13.01.2016;B;0;EUR;1;13.01.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002730;1210200;2;04.04.2016;04.04.2016;30.09.2016;04.04.2016;B;0;EUR;1;04.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002730;1210200;2;04.04.2016;04.04.2016;30.09.2016;04.04.2016;B;0;EUR;1;04.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002728;1210799;2;04.04.2016;04.04.2016;30.09.2016;04.04.2016;B;0;EUR;1;04.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002728;1210799;2;04.04.2016;04.04.2016;30.09.2016;04.04.2016;B;0;EUR;1;04.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002729;1210799;2;04.04.2016;04.04.2016;30.09.2016;04.04.2016;B;0;EUR;1;04.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205002729;1210799;2;04.04.2016;04.04.2016;30.09.2016;04.04.2016;B;0;EUR;1;04.04.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205003534;1210041;2;09.09.2016;09.09.2016;31.03.2017;09.09.2016;B;0;EUR;1;09.09.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205003534;1210041;2;09.09.2016;09.09.2016;31.03.2017;09.09.2016;B;0;EUR;1;09.09.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205003618;1210978;2;23.09.2016;23.09.2016;31.03.2017;23.09.2016;B;0;EUR;1;23.09.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205003618;1210978;2;23.09.2016;23.09.2016;31.03.2017;23.09.2016;B;0;EUR;1;23.09.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205003968;1210836;2;14.11.2016;14.11.2016;30.06.2017;14.11.2016;B;0;EUR;1;14.11.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
1205003968;1210836;2;14.11.2016;14.11.2016;30.06.2017;14.11.2016;B;0;EUR;1;14.11.2016;00.00.0000;0;00.00.0000;OF;;;0;;00.00.0000;0
